incidentid,LocationID,CityCde,CityName,CountyCde,COUNTYNAMETXT,LocationTypeCde,LocationTypeDesc,LocDescription,LocStreetNumber,LocStreetDir,LocStreetName,LocStreetSfx,LocAptNumber,LocalRdwyNumber,LocZip,LocZipExtension,StateCde,LatDecimal,LatDegrees,LatMinutes,LongDecimal,LongDegrees,LongMinutes,MilePointNumber,DirFromCityCde,MilesFromCity,Sector,InCityLimits,IncidentLocationTypeCde,RdwyNumber
20380706,29143199,7301,PADUCAH,73,MCCRACKEN,7,Plot,FAMILY DOLLAR,165,S,13TH,ST,,,42001,,KY,37.08071478,37,4.843,-88.61089394,88,36.654,0.05,,,2,TRUE,1,
20380711,29143206,7301,PADUCAH,73,MCCRACKEN,7,Plot,165 S 13TH ST,165,S,13TH,ST,,,42001,,KY,37.08086933,37,4.852,-88.61096774,88,36.658,0.039,,,,TRUE,1,
20380728,29143227,7301,PADUCAH,73,MCCRACKEN,7,Plot,FAMILY DOLLAR,165,S,13TH,ST,,,42002,,KY,37.08094917,37,4.857,-88.61103867,88,36.662,0.032,,,2,TRUE,1,
20380734,29143232,7301,PADUCAH,73,MCCRACKEN,20,,2344 S 28TH ST,2344,S,28TH,ST,,,42001,,KY,37.06125838,37,3.676,-88.61417734,88,36.851,0.04,,,4,TRUE,1,
20383347,29146371,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,163,,GLENWOOD,DR,,,42001,,KY,37.05587697,37,3.353,-88.63853793,88,38.312,0.181,,,5,TRUE,1,
20383350,29146374,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE OF WILLIE RICHMOND,1101,N,12TH,ST,,,42001,,KY,37.08943563,37,5.366,-88.61593219,88,36.956,0.645,,,1,TRUE,1,
20383351,29146375,7301,PADUCAH,73,MCCRACKEN,8,,DILLARD'S,5101,,US60,,,,42001,,KY,37.07645323,37,4.587,-88.68760551,88,41.256,10.325,,,7,TRUE,1,US0060
20384494,29147951,7301,PADUCAH,73,MCCRACKEN,8,,DICK'S SPORTING GOODS,5101,,US60,,,,42001,,KY,37.07675944,37,4.606,-88.68653825,88,41.192,10.35,,,7,TRUE,1,US0060
20393601,29163310,7301,PADUCAH,73,MCCRACKEN,7,Plot,FIVESTAR,1415,,US45,,,,42001,,KY,37.05427225,37,3.256,-88.64582705,88,38.75,8.339,,,5,TRUE,1,US0045
20393602,29163311,7301,PADUCAH,73,MCCRACKEN,24,,US60,,,US60,,,,42001,,KY,37.07732442,37,4.639,-88.68440933,88,41.065,10.492,,,7,TRUE,1,US0060
20393603,29163312,7301,PADUCAH,73,MCCRACKEN,2,Violation,630 JEFFERSON ST,630,,JEFFERSON,ST,,,42001,,KY,37.08624915,37,5.175,-88.60215104,88,36.129,0.454,,,1,TRUE,1,
20393794,29163577,7301,PADUCAH,73,MCCRACKEN,20,,JEFFERSON ST,,,JEFFERSON,ST,,,42001,,KY,37.07191965,37,4.315,-88.63803745,88,38.282,2.672,,,2,TRUE,1,
20393796,29163579,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,2317,,SHAWNEE,LN,,,42001,,KY,37.04541134,37,2.725,-88.66028238,88,39.617,0.114,,,5,TRUE,1,
20395388,29165429,7301,PADUCAH,73,MCCRACKEN,7,Plot,5104 CAIRO RD,5104,,CAIRO,RD,,,42001,,KY,37.09835926,37,5.902,-88.68354929,88,41.013,8.842,,,7,TRUE,1,KY0305
20395393,29165435,7301,PADUCAH,73,MCCRACKEN,20,,THE IRVIN COBB,600,,BROADWAY,,307,,42001,,KY,37.08579525,37,5.148,-88.60066158,88,36.04,2.314,,,2,TRUE,1,
20395394,29165436,7301,PADUCAH,73,MCCRACKEN,24,,SACRED INK,852,,US60,,,,42001,,KY,37.08179179,37,4.908,-88.63642166,88,38.185,13.301,,,3,TRUE,1,US0060
20395396,29165438,7301,PADUCAH,73,MCCRACKEN,,,1411 N 12TH ST,1411,N,12TH,ST,,,42001,,KY,37.09170804,37,5.502,-88.62352,88,37.411,1.095,,,1,TRUE,1,
20395397,29165439,7301,PADUCAH,73,MCCRACKEN,20,,PRIDDY RESIDENCE,910,,AVONDALE,DR,,,42001,,KY,37.05495858,37,3.298,-88.63705463,88,38.223,0.351,,,5,TRUE,1,
20395760,29165917,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,5245,,OGILVIE,AVE,,,42001,,KY,37.06183622,37,3.71,-88.6728842,88,40.373,0.013,,,5,TRUE,1,
20397008,29167596,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,1908,,ADAMS,ST,,,42001,,KY,37.07368713,37,4.421,-88.61727144,88,37.036,0.765,,,4,TRUE,1,
20397009,29167597,7301,PADUCAH,73,MCCRACKEN,8,,5130 HINKLEVILLE ROAD - WALMART,,,US60,,,,42001,,KY,37.07684568,37,4.611,-88.68620972,88,41.173,10.369,,,7,TRUE,1,US0060
20397011,29167599,7301,PADUCAH,73,MCCRACKEN,13,,BETHEL ST,,,BETHEL,ST,,,42003,,KY,37.0558401,37,3.35,-88.57345127,88,34.407,0.255,,,6,TRUE,1,
20397852,29168664,7301,PADUCAH,73,MCCRACKEN,20,,3419 ROELL CIR,3419,,ROELL,CIR,,,42001,,KY,37.07883299,37,4.73,-88.65290141,88,39.174,0.048,,,3,TRUE,1,
20397854,29168666,7301,PADUCAH,73,MCCRACKEN,,,LOURDES,1530,,US45,,,,42001,,KY,37.05352017,37,3.211,-88.64682821,88,38.81,8.262,,,5,TRUE,1,US0045
20399204,29170379,7301,PADUCAH,73,MCCRACKEN,20,,2902 MAYFIELD RD,2814,,MAYFIELD,RD,,,42003,,KY,37.06046741,37,3.628,-88.61543725,88,36.926,8.903,,,4,TRUE,1,KY0994
20399205,29170380,7301,PADUCAH,73,MCCRACKEN,7,Plot,2600 H C MATHIS DR,2600,,H C MATHIS,DR,,,42001,,KY,37.08317177,37,4.99,-88.63351081,88,38.011,11.036,,,3,TRUE,1,US0045
20399207,29170382,7301,PADUCAH,73,MCCRACKEN,14,,COUNTRY HEARTH INN,727,,US45,,,,42001,,KY,37.08028216,37,4.817,-88.63547174,88,38.128,10.795,,,3,TRUE,1,US0045
20399208,29170383,7301,PADUCAH,73,MCCRACKEN,43,,BEST BUY,5101,,US60,,,,42001,,KY,37.07665093,37,4.599,-88.68691685,88,41.215,10.328,,,7,TRUE,1,US0060
20401326,29173214,7301,PADUCAH,73,MCCRACKEN,20,,819 ASPEN WAY,819,,ASPEN,WAY,,,42001,,KY,37.05622536,37,3.374,-88.63448912,88,38.069,0.136,,,5,TRUE,1,
20402517,29174655,7301,PADUCAH,73,MCCRACKEN,20,,301 WOODWAY ST,301,,WOODWAY,ST,,,42001,,KY,37.0481891,37,2.891,-88.66461229,88,39.877,0.08,,,,TRUE,1,
20402518,29174658,7301,PADUCAH,73,MCCRACKEN,20,,2101 CENTER ST,2101,,CENTER,ST,,,42003,,KY,37.06334957,37,3.801,-88.61743473,88,37.046,0.248,,,4,TRUE,1,
20409318,29182611,7301,PADUCAH,73,MCCRACKEN,20,,2845 TRIMBLE ST #22,2845,,TRIMBLE,ST,,,42001,,KY,37.07711469,37,4.627,-88.64057428,88,38.434,0.131,,,3,,1,
20410261,29183863,7301,PADUCAH,73,MCCRACKEN,13,,N H C MATHIS DR/CAIRO RD CIGARETTES FOR LESS,,N,H C MATHIS,DR,,,42001,,KY,37.09285289,37,5.571,-88.63199896,88,37.92,11.713,,,1,TRUE,1,US0045
20413728,29187900,7301,PADUCAH,73,MCCRACKEN,25,,OAK GROVE CEMETERY,1613,,US60 BUS,,,,42001,,KY,37.08561777,37,5.137,-88.61962634,88,37.178,1.064,,,1,TRUE,1,US0060X
20413966,29188189,7301,PADUCAH,73,MCCRACKEN,17,,2300 N 8TH ST - SMOKE SHOP,,,US45 BUS,,,,42001,,KY,37.09810824,37,5.886,-88.62937727,88,37.763,4.317,,,1,TRUE,1,US0045X
20413974,29188194,7301,PADUCAH,73,MCCRACKEN,7,Plot,KTO,3821,,US60,,,,42001,,KY,37.08149222,37,4.89,-88.67098364,88,40.259,11.285,,,7,TRUE,1,US0060
20413976,29188196,7301,PADUCAH,73,MCCRACKEN,12,,KMART,2440,,US45,,,,42003,,KY,37.04407849,37,2.645,-88.6569006,88,39.414,7.422,,,5,TRUE,1,US0045
20413980,29188201,7301,PADUCAH,73,MCCRACKEN,12,,WAL-MART SOUTH,3220,,US60,,,,42003,,KY,37.05179442,37,3.108,-88.56809303,88,34.086,17.314,,,6,TRUE,1,US0060
20413982,29188202,7301,PADUCAH,73,MCCRACKEN,6,Home,1532 MONROE ST,1532,,MONROE,ST,,,42001,,KY,37.08240039,37,4.944,-88.61510925,88,36.907,1.195,,,1,TRUE,1,
20413985,29188204,7301,PADUCAH,73,MCCRACKEN,8,,CHASE MOTOR SPORTS,1212,,BROWN,ST,,,42003,,KY,37.06521656,37,3.913,-88.59844907,88,35.907,0.306,,,2,TRUE,1,
20413988,29188208,7301,PADUCAH,73,MCCRACKEN,18,,MCCRACKEN COUNTY PUBLIC LIBRARY,555,,WASHINGTON,ST,,,42003,,KY,37.08412608,37,5.048,-88.59860178,88,35.916,0.264,,,2,TRUE,1,
20413991,29188212,7301,PADUCAH,73,MCCRACKEN,7,Plot,FIVE STAR,3474,,WAYNE SULLIVAN,DR,,,42003,,KY,37.05032629,37,3.02,-88.56494536,88,33.897,4.99,,,6,TRUE,1,US0060X
20413994,29188215,7301,PADUCAH,73,MCCRACKEN,19,,DUDLEY COURT,801,,MCGUIRE,AVE,C,,42001,,KY,37.0799206,37,4.795,-88.63983174,88,38.39,0.245,,,3,TRUE,1,
20413997,29188218,7301,PADUCAH,73,MCCRACKEN,24,,FINISH LINE SHOES,5101,,US60,,,,42001,,KY,37.07646795,37,4.588,-88.68751039,88,41.251,10.322,,,7,TRUE,1,US0060
20416599,29191481,7301,PADUCAH,73,MCCRACKEN,20,,2100 CLAY ST,2100,,CLAY,ST,,,42001,,KY,37.08204305,37,4.923,-88.62538524,88,37.523,1.017,,,3,TRUE,1,
20417945,29193238,7301,PADUCAH,73,MCCRACKEN,24,,1939 NORTH 8TH STREET - MCKEEL EQUIPMENT,1939,,US45 BUS,,,,42001,,KY,37.09744755,37,5.847,-88.62662442,88,37.597,4.149,,,1,TRUE,1,US0045X
20417949,29193242,7301,PADUCAH,73,MCCRACKEN,9,,S 27TH ST,,S,27TH,ST,,,42003,,KY,37.07236791,37,4.342,-88.62846816,88,37.708,,,,4,TRUE,1,
20417956,29193250,7301,PADUCAH,73,MCCRACKEN,20,,1001 CALDWELL ST,1001,,CALDWELL,ST,1,,42003,,KY,37.07313924,37,4.388,-88.59917564,88,35.951,0.454,,,2,TRUE,1,
20421204,29196907,7301,PADUCAH,73,MCCRACKEN,,,JACKSON ST,,,JACKSON,ST,,,42001,,KY,37.0706981,37,4.242,-88.62161864,88,37.297,0.098,,,4,TRUE,1,
20421209,29196913,7301,PADUCAH,73,MCCRACKEN,7,Plot,FIVESTAR,2600,,H C MATHIS,DR,,,42001,,KY,37.08315273,37,4.989,-88.63353731,88,38.012,11.035,,,1,TRUE,1,US0045
20421218,29196926,7301,PADUCAH,73,MCCRACKEN,20,,1114 BURNETT ST,1114,,BURNETT,ST,,,42001,,KY,37.09000574,37,5.4,-88.61504391,88,36.903,0.282,,,1,TRUE,1,
20421223,29196931,7301,PADUCAH,73,MCCRACKEN,20,,3422 MINNICH AVE,3422,,MINNICH,AVE,G3,,42001,,KY,37.08009187,37,4.806,-88.6524164,88,39.145,0.741,,,3,TRUE,1,
20421227,29196937,7301,PADUCAH,73,MCCRACKEN,20,,715 S 22ND ST,715,S,22ND,ST,,,42001,,KY,37.06984543,37,4.191,-88.61818984,88,37.091,0.204,,,25,TRUE,1,
20423115,29199014,7301,PADUCAH,73,MCCRACKEN,20,,801 MCGUIRE AVE,801,,MCGUIRE,AVE,A2,,42001,,KY,37.07955657,37,4.773,-88.63988359,88,38.393,0.27,,,3,TRUE,1,
20423118,29199017,7301,PADUCAH,73,MCCRACKEN,20,,301 S 9TH ST/JACKSON HOUSE APTS,301,S,9TH,ST,,,42003,,KY,37.08209372,37,4.926,-88.60296016,88,36.178,0.149,,,2,TRUE,1,
20423119,29199018,7301,PADUCAH,73,MCCRACKEN,20,,THURMAN ST,416,,THURMAN,ST,,,42003,,KY,37.06088468,37,3.653,-88.58232879,88,34.94,0.133,,,6,TRUE,1,
20426997,29203463,7301,PADUCAH,73,MCCRACKEN,41,,342 KY731,342,,KY731,,,,42001,,KY,37.06671684,37,4.003,-88.63839169,88,38.304,0.161,,,5,TRUE,1,KY0731
20429581,29206579,7301,PADUCAH,73,MCCRACKEN,20,,601 N 34TH ST,601,N,34TH,ST,,,42001,,KY,37.07370187,37,4.422,-88.64421976,88,38.653,0.283,,,3,TRUE,1,
20430843,29208231,7301,PADUCAH,73,MCCRACKEN,18,,ACADEMY SPORTS,150,,MCBRIDE,LN,,,42001,,KY,37.07418452,37,4.451,-88.68142098,88,40.885,0.127,,,7,TRUE,1,
20430844,29208232,7301,PADUCAH,73,MCCRACKEN,13,,KENTUCKY AVE,,,US45 BUS,,,,42003,,KY,37.08315613,37,4.989,-88.60379702,88,36.228,1.642,,,2,TRUE,1,US0045X
20433885,29211520,7301,PADUCAH,73,MCCRACKEN,21,,BURGER KING 1515 LONE OAK ROAD,1515,,US45,,,,42001,,KY,37.0531336,37,3.188,-88.64796606,88,38.878,8.179,,,5,TRUE,1,US0045
20433889,29211524,7301,PADUCAH,73,MCCRACKEN,20,,801 MCGUIRE AVE,801,,MCGUIRE,AVE,A4,,42001,,KY,37.08321806,37,4.993,-88.63974913,88,38.385,0.017,,,3,TRUE,1,
20433891,29211526,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,618,,OAKCREST,DR,,,41001,,KY,37.0636825,37,3.821,-88.67442258,88,40.465,0.065,,,5,TRUE,1,
20435995,29214097,7301,PADUCAH,73,MCCRACKEN,13,,3113 US45,3113,,US45,,,,42001,,KY,37.06547722,37,3.929,-88.63407508,88,38.045,9.48,,,5,TRUE,1,US0045
20435997,29214099,7301,PADUCAH,73,MCCRACKEN,13,,US60 BUS/N. 22,,,US60 BUS,,,,42001,,KY,37.08332777,37,5,-88.6270867,88,37.625,0.56,,,1,TRUE,1,US0060X
20435998,29214100,7301,PADUCAH,73,MCCRACKEN,20,,1625 LITTLE AVE,1625,,LITTLE,AVE,,,42003,,KY,37.06273307,37,3.764,-88.60341317,88,36.205,0.381,,,2,,1,
20435999,29214101,7301,PADUCAH,73,MCCRACKEN,21,,2950 JAMES SANDERS BLVD/ PANERA,2950,,JAMES SANDERS,BLVD,,,42001,,KY,37.07662252,37,4.597,-88.68363642,88,41.018,0.925,,,7,TRUE,1,
20437458,29216049,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,1240,,US60 BUS,,,,42001,,KY,37.0892071,37,5.352,-88.61077843,88,36.647,1.595,,,1,TRUE,1,US0060X
20439304,29218318,7301,PADUCAH,73,MCCRACKEN,20,,2926 ALABAMA ST,2926,,ALABAMA,ST,,,42003,,KY,37.06039077,37,3.623,-88.61707977,88,37.025,0.594,,,4,TRUE,1,
20439305,29218319,7301,PADUCAH,73,MCCRACKEN,13,,FLOURNOY ST,,,FLOURNOY,ST,,,42001,,KY,37.09050056,37,5.43,-88.61820605,88,37.092,0.151,,,1,TRUE,1,
20439306,29218320,7301,PADUCAH,73,MCCRACKEN,5,,DUNCAN PAUL CONSTRUCTION,1859,,US45 BUS,,,,42001,,KY,37.09742166,37,5.845,-88.62567712,88,37.541,4.094,,,1,TRUE,1,US0045X
20439307,29218321,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,3220,,US60,,,,42003,,KY,37.05391958,37,3.235,-88.56991282,88,34.195,17.135,,,6,TRUE,1,US0060
20439311,29218325,7301,PADUCAH,73,MCCRACKEN,,,3028 CLAY ST,3028,,CLAY,ST,5,,42001,,KY,37.07614587,37,4.569,-88.63997934,88,38.399,0.09,,,3,TRUE,1,
20439312,29218326,7301,PADUCAH,73,MCCRACKEN,,,1234 S 6TH ST,1234,S,6TH,ST,,,42001,,KY,37.07379384,37,4.428,-88.59308213,88,35.585,0.919,,,2,TRUE,1,
20439314,29218328,7301,PADUCAH,73,MCCRACKEN,,,ROBERTSON RESIDENCE,427,N,6TH,ST,,,42001,,KY,37.08936697,37,5.362,-88.60295845,88,36.178,0.938,,,1,TRUE,1,
20441801,29221492,7301,PADUCAH,73,MCCRACKEN,30,,MIKE SMITH TOYOTA MITSUBISHI,3941,,MIKE SMITH,DR,,,42001,,KY,37.08186227,37,4.912,-88.68043158,88,40.826,0.073,,,7,TRUE,1,
20441835,29221529,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,322,W,JEFFERSON,ST,,,42001,,KY,37.07222171,37,4.333,-88.64465623,88,38.679,0.338,,,3,TRUE,1,
20441836,29221530,7301,PADUCAH,73,MCCRACKEN,20,,1601 MONROE ST,1601,,MONROE,ST,,,42001,,KY,37.08183451,37,4.91,-88.61649303,88,36.99,1.273,,,1,TRUE,1,
20441837,29221531,7301,PADUCAH,73,MCCRACKEN,20,,1082 AVONDALE DR,1082,,AVONDALE,DR,,,42001,,KY,37.05423313,37,3.254,-88.64089393,88,38.454,0.116,,,5,TRUE,1,
20441838,29221532,7301,PADUCAH,73,MCCRACKEN,8,,WAL-MART,3220,,US60,,,,42003,,KY,37.05246508,37,3.148,-88.56856189,88,34.114,17.261,,,6,TRUE,1,US0060
20441839,29221533,7301,PADUCAH,73,MCCRACKEN,45,,SHAWNEE LN,,,SHAWNEE,LN,,,42001,,KY,37.0456453,37,2.739,-88.66021382,88,39.613,0.121,,,5,TRUE,1,
20441840,29221534,7301,PADUCAH,73,MCCRACKEN,20,,S 28TH ST,,S,28TH,ST,41,,42003,,KY,37.06781579,37,4.069,-88.62759321,88,37.656,0.027,,,4,TRUE,1,
20442262,29222047,7301,PADUCAH,73,MCCRACKEN,20,,2408 OHIO ST,2408,,OHIO,ST,6,,42003,,KY,37.06906277,37,4.144,-88.62243066,88,37.346,1.033,,,4,TRUE,1,
20442263,29222048,7301,PADUCAH,73,MCCRACKEN,12,,US60,3275,,US60,,,,42003,,KY,37.05489805,37,3.294,-88.5711422,88,34.269,17.038,,,6,TRUE,1,US0060
20442266,29222051,7301,PADUCAH,73,MCCRACKEN,43,,DILLARD'S WOMEN'S,5101,,US60,,,,42001,,KY,37.07653912,37,4.592,-88.68705379,88,41.223,10.319,,,7,TRUE,1,US0060
20443406,29223446,7301,PADUCAH,73,MCCRACKEN,13,,VILLAGE SQUARE DR/OLIVET CHURCH RD,,,VILLAGE SQUARE,DR,,,42001,,KY,37.07044527,37,4.227,-88.70000228,88,42,0.039,,,7,TRUE,1,
20444103,29224379,7301,PADUCAH,73,MCCRACKEN,18,,HIGHLAND TERRACE,1110,,OLD FRIENDSHIP,RD,,,42003,,KY,37.05098531,37,3.059,-88.66963296,88,40.178,0.2,,,5,TRUE,1,
20448802,29229853,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,2651,,PERKINS CREEK,DR,218,,42003,,KY,37.06884128,37,4.13,-88.68631658,88,41.179,0.091,,,7,TRUE,1,
20448804,29229856,7301,PADUCAH,73,MCCRACKEN,18,,PADUCAH CONVENTION CENTER,,,5TH,ST,,,42001,,KY,37.09294615,37,5.577,-88.60326422,88,36.196,,,,1,TRUE,1,
20451083,29232536,7301,PADUCAH,73,MCCRACKEN,,,MEDFORD RESIDENCE,412,,FOUNTAIN,AVE,,,42001,,KY,37.08243728,37,4.946,-88.6190186,88,37.141,0.217,,,1,TRUE,1,
20451084,29232537,7301,PADUCAH,73,MCCRACKEN,8,,5130 US60/WALMART,5130,,US60,,,,42001,,KY,37.07605456,37,4.563,-88.68860386,88,41.316,10.214,,,7,TRUE,1,US0060
20451085,29232538,7301,PADUCAH,73,MCCRACKEN,8,,DOLLAR GENERAL,836,,US60,,,,42001,,KY,37.08154467,37,4.893,-88.63590376,88,38.154,13.328,,,3,TRUE,1,US0060
20451086,29232539,7301,PADUCAH,73,MCCRACKEN,8,,DILLARDS,5101,,US60,,,,42001,,KY,37.07702693,37,4.622,-88.68525769,88,41.115,10.422,,,7,TRUE,1,US0060
20451087,29232540,7301,PADUCAH,73,MCCRACKEN,20,,3850 HALEHAVEN DR,3850,,HALEHAVEN,DR,A,,42001,,KY,37.07575974,37,4.546,-88.67242207,88,40.345,0.149,,,7,TRUE,1,
20451092,29232545,7301,PADUCAH,73,MCCRACKEN,20,,910 OSCAR CROSS,910,,JACKSON,ST,,,42003,,KY,37.07875196,37,4.725,-88.60119122,88,36.071,0.789,,,2,TRUE,1,
20452076,29233850,7301,PADUCAH,73,MCCRACKEN,13,,US60/PADUCAH BANK DR,,,US60,,,,42003,,KY,37.0508717,37,3.052,-88.56739036,88,34.043,17.389,,,6,TRUE,1,US0060
20457676,29240352,7301,PADUCAH,73,MCCRACKEN,,,XX0998,4050,,OLIVET CHURCH RD 2,,,,42001,,KY,37.09390982,37,5.635,-88.68986515,88,41.392,0.316,,,7,TRUE,1,XX0998
20457677,29240353,7301,PADUCAH,73,MCCRACKEN,23,,2300 N. 8/ SMOKE SHOP,2300,,US45,,,,42001,,KY,37.09842975,37,5.906,-88.63098546,88,37.859,12.14,,,1,TRUE,1,US0045
20457679,29240355,7301,PADUCAH,73,MCCRACKEN,9,,LOURDES HOSPITAL,1530,,US45,,,,42001,,KY,37.05470124,37,3.282,-88.64490722,88,38.694,8.407,,,5,TRUE,1,US0045
20464492,29247979,7301,PADUCAH,73,MCCRACKEN,,,24TH ST/BELTLINE HWY,,,BELTLINE,HWY,,,42001,,,37.0702031,37,4.212,-88.6222,88,37.332,13.736,,,4,,1,
20464913,29248445,7301,PADUCAH,73,MCCRACKEN,26,,JACKSON ST,,,JACKSON,ST,,,42001,,KY,37.08255173,37,4.953,-88.59167366,88,35.5,1.376,,,2,TRUE,1,
20464915,29248447,7301,PADUCAH,73,MCCRACKEN,20,,2700 CLARK ST,2700,,CLARK,ST,,,42001,,KY,37.07088947,37,4.253,-88.62776696,88,37.666,0.715,,,4,TRUE,1,
20464916,29248448,7301,PADUCAH,73,MCCRACKEN,41,,PADUCAH MIDDLE SCHOOL,342,,KY731,,,,42001,,KY,37.0665824,37,3.995,-88.63846197,88,38.308,0.153,,,5,TRUE,1,KY0731
20464917,29248449,7301,PADUCAH,73,MCCRACKEN,20,,504 FOUNTAIN AVE,504,,FOUNTAIN,AVE,,,42001,,KY,37.08348849,37,5.009,-88.62018303,88,37.211,0.107,,,1,TRUE,1,
20464918,29248450,7301,PADUCAH,73,MCCRACKEN,7,Plot,H C MATHIS DR,,,H C MATHIS,DR,,,42001,,KY,37.08338828,37,5.003,-88.63346039,88,38.008,11.048,,,3,TRUE,1,US0045
20464921,29248453,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,2442,,LACLEDE,AVE,,,42001,,KY,37.08231503,37,4.939,-88.63095057,88,37.857,0.143,,,3,TRUE,1,
20467160,29251088,7301,PADUCAH,73,MCCRACKEN,20,,3310 PINES RD,3310,,PINES,RD,,,42001,,KY,37.07694891,37,4.617,-88.64734437,88,38.841,0.156,,,3,TRUE,1,
20467164,29251092,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE OF PAUL CISSELL,1738,,JEFFERSON,ST,,,42001,,KY,37.07974467,37,4.785,-88.61852921,88,37.112,1.465,,,1,TRUE,1,
20467166,29251094,7301,PADUCAH,73,MCCRACKEN,7,Plot,WALMART,3220,,US60,,,,42003,,KY,37.05178219,37,3.107,-88.56816956,88,34.09,17.313,,,6,TRUE,1,US0060
20467915,29252016,7301,PADUCAH,73,MCCRACKEN,,,HOLIDAY INN1,,,NORTH LOOP ROAD,,,,42001,,KY,37.09127718,37,5.477,-88.60043687,88,36.026,2.551,,,1,TRUE,1,US0045X
20468594,29252915,7301,PADUCAH,73,MCCRACKEN,20,,140 COUNTRY CLUB LN,140,,COUNTRY CLUB,LN,,,42001,,KY,37.06777429,37,4.066,-88.64973626,88,38.984,0.373,,,3,TRUE,1,
20468595,29252916,7301,PADUCAH,73,MCCRACKEN,20,,2118 CLAY ST,2118,,CLAY,ST,,,42001,,KY,37.08204907,37,4.923,-88.62571301,88,37.543,0.999,,,3,,1,
20468596,29252917,7301,PADUCAH,73,MCCRACKEN,13,,5142 PARK SIDE DR,5142,,PARK SIDE,DR,,,42001,,KY,37.06818544,37,4.091,-88.70041703,88,42.025,0.217,,,7,TRUE,1,
20472377,29257154,7301,PADUCAH,73,MCCRACKEN,24,,SACRED INK - 852 JOE CLIFTON,852,,US45,,,,42001,,KY,37.08112724,37,4.868,-88.63601956,88,38.161,10.784,,,3,TRUE,1,US0045
20472481,29257281,7301,PADUCAH,73,MCCRACKEN,20,,ATKINS AVE,1309,,ATKINS,AVE,,,42001,,KY,37.09204248,37,5.523,-88.63099902,88,37.86,0.032,,,,TRUE,1,
20474652,29259885,7301,PADUCAH,73,MCCRACKEN,20,,801 MCGUIRE AVE,801,,MCGUIRE,AVE,C4,,42001,,KY,37.08233674,37,4.94,-88.6398701,88,38.392,0.077,,,3,TRUE,1,
20474653,29259886,7301,PADUCAH,73,MCCRACKEN,13,,1137 ELMDALE DR,1137,,ELMDALE,DR,,,42003,,KY,37.05040124,37,3.024,-88.641873,88,38.512,0.665,,,5,TRUE,1,
20474654,29259887,7301,PADUCAH,73,MCCRACKEN,20,,RESIENCE,1513,,ALEXANDER,ST,,,42001,,KY,37.06344975,37,3.807,-88.60591802,88,36.355,0.037,,,2,TRUE,1,
20474655,29259888,7301,PADUCAH,73,MCCRACKEN,20,,1515 N 12TH ST,1515,N,12TH,ST,,,42001,,KY,37.09156828,37,5.494,-88.62313005,88,37.388,1.071,,,1,TRUE,1,
20474656,29259889,7301,PADUCAH,73,MCCRACKEN,20,,923 S 4TH ST,923,S,4TH,ST,,,42001,,KY,37.07753846,37,4.652,-88.59233403,88,35.54,0.353,,,2,TRUE,1,
20474657,29259890,7301,PADUCAH,73,MCCRACKEN,7,Plot,FAMILAY DOLLAR,2197,,BRIDGE,ST,,,42003,,KY,37.05828977,37,3.497,-88.58291627,88,34.975,0.679,,,6,TRUE,1,
20474659,29259892,7301,PADUCAH,73,MCCRACKEN,23,,3821 US60/KY TOBACCO OUTLET,3821,,US60,,,,42001,,KY,37.08051138,37,4.831,-88.67423371,88,40.454,11.059,,,3,TRUE,1,US0060
20474725,29259962,7301,PADUCAH,73,MCCRACKEN,18,,WAL-MART PARKING LOT,5130,,US60,,,,42001,,KY,37.07669304,37,4.602,-88.68672648,88,41.204,10.339,,,7,TRUE,1,US0060
20474726,29259963,7301,PADUCAH,73,MCCRACKEN,21,,WING ZONE,2805,,US45,,,,42001,,KY,37.04076314,37,2.446,-88.66017968,88,39.611,7.102,,,5,TRUE,1,US0045
20475988,29261631,7301,PADUCAH,73,MCCRACKEN,14,,600 N 4TH ST - HOLIDAY INN,,,4TH,ST,,,42001,,KY,37.09218018,37,5.531,-88.60138817,88,36.083,0.033,,,1,TRUE,1,
20478707,29264797,7301,PADUCAH,73,MCCRACKEN,20,,1400 ATKINS AVE,1400,,ATKINS,AVE,,,42001,,KY,37.09204248,37,5.523,-88.63099902,88,37.86,0.032,,,,TRUE,1,
20478711,29264803,7301,PADUCAH,73,MCCRACKEN,20,,2535 LACLEDE AVE,2535,,LACLEDE,AVE,,,42001,,KY,37.08243592,37,4.946,-88.62935357,88,37.761,0.054,,,3,TRUE,1,
20478713,29264805,7301,PADUCAH,73,MCCRACKEN,8,,2780B NEW HOLT RD,,,NEW HOLT,RD,,,42001,,KY,37.07281865,37,4.369,-88.69052943,88,41.432,0.194,,,7,TRUE,1,
