incidentid,LocationID,CityCde,CityName,CountyCde,COUNTYNAMETXT,LocationTypeCde,LocationTypeDesc,LocDescription,LocStreetNumber,LocStreetDir,LocStreetName,LocStreetSfx,LocAptNumber,LocalRdwyNumber,LocZip,LocZipExtension,StateCde,LatDecimal,LatDegrees,LatMinutes,LongDecimal,LongDegrees,LongMinutes,MilePointNumber,DirFromCityCde,MilesFromCity,Sector,InCityLimits,IncidentLocationTypeCde,RdwyNumber
18824375,27295105,7301,PADUCAH,73,MCCRACKEN,,,HARRIS RESIDENCE,1031,,PALM,ST,2-Jan,CS1271,42001,,,37.0916612,37,5.5,-88.6271761,88,37.631,0.043,,,1,,1,
18826201,27297265,7301,PADUCAH,73,MCCRACKEN,,,DUDLEY COURT APARTMENT,801,,McGUIRE,AVE,k6,CS1221,42001,,,37.0808923,37,4.854,-88.6397886,88,38.387,0.184,,,3,,1,
18826203,27297267,7301,PADUCAH,73,MCCRACKEN,,,WAFFLE HOUSE,3522,,CLARKS RIVER,RD,,,42003,,,37.0481383,37,2.888,-88.5625124,88,33.751,17.726,,,6,,1,US0060
18826204,27297268,7301,PADUCAH,73,MCCRACKEN,,,N 9TH ST/MONROE,,N,9TH,ST,,CS1027,42001,,,37.0859225,37,5.155,-88.6053562,88,36.321,0.657,,,1,,1,
18828165,27299245,7301,PADUCAH,73,MCCRACKEN,,,AMERICA'S BEST VALUE,5125,,CAIRO,RD,,,42001,,,37.0727576,37,4.365,-88.7606194,88,45.637,4.042,,,7,,1,KY0305
18828830,27300061,7301,PADUCAH,73,MCCRACKEN,,,FRETWELL RESIDENCE,1543,,LITTLE,AVE,,CS1365,42003,,,37.0641003,37,3.846,-88.6031425,88,36.189,0.286,,,2,,1,
18828831,27300062,7301,PADUCAH,73,MCCRACKEN,,,BATH AND BODY WORKS,5101,,HINKLEVILLE,RD,,,42001,,,37.0787567,37,4.725,-88.688026,88,41.282,0,,,7,,1,
18828945,27300176,7301,PADUCAH,73,MCCRACKEN,,,PIZZA INN,1001,,US60,,,,42001,,,37.0828339,37,4.97,-88.6373664,88,38.242,13.217,,,3,,1,US0060
18828946,27300177,7301,PADUCAH,73,MCCRACKEN,,,WALL ST/BRIDGE ST,,,WALL,ST,,CS1421,42003,,,37.0601177,37,3.607,-88.5853779,88,35.123,0.069,,,6,,1,
18834021,27305803,7301,PADUCAH,73,MCCRACKEN,,,2142 SEITZ ST,2142,,SEITZ,ST,,CS1332,42001,,,37.0644009,37,3.864,-88.618362,88,37.102,0.263,,,4,,1,
18837918,27310549,7301,PADUCAH,73,MCCRACKEN,,,I 0024-4.2 MM,,,I24 W,,,,42001,,,37.0755079,37,4.53,-88.6784195,88,40.705,4.58,,,7,,1,I 0024
18843510,27317176,7301,PADUCAH,73,MCCRACKEN,21,,IHOP,2861,,JAMES SANDERS,BLVD,,,42001,,KY,37.07681897,37,4.609,-88.68414365,88,41.049,0.907,,,7,TRUE,1,
18843515,27317181,7301,PADUCAH,73,MCCRACKEN,20,,416 CHERRY CIRCLE,416,,CHERRY,CIR,4,,42003,,KY,37.06025408,37,3.615,-88.62367322,88,37.42,,,,4,TRUE,1,
18843517,27317183,7301,PADUCAH,73,MCCRACKEN,20,,3105 MAYFIELD RD,3105,,MAYFIELD,RD,,,42003,,KY,37.05815584,37,3.489,-88.61946752,88,37.168,8.61,,,4,TRUE,1,KY0994
18843520,27317186,7301,PADUCAH,73,MCCRACKEN,20,,TRIMBLE ST,3128,,TRIMBLE,ST,,,42001,,KY,37.07647535,37,4.589,-88.64223617,88,38.534,0.029,,,3,TRUE,1,
18843812,27317518,7301,PADUCAH,73,MCCRACKEN,,,COUNTRY HEARTH,727,,JOE CLIFTON,DR,,,42001,,,37.0796294,37,4.778,-88.6350668,88,38.104,10.748,,,3,,1,US0045
18848365,27322601,7301,PADUCAH,73,MCCRACKEN,,,WAL MART SOUTH,3220,,US60,,,,42001,,,37.0496748,37,2.98,-88.5659783,88,33.959,17.502,,,6,,1,US0060
18848366,27322602,7301,PADUCAH,73,MCCRACKEN,,,WAL MART SOUTH,3220,,IRVIN COBB DR,RD,,,42001,,,37.0463863,37,2.783,-88.5554338,88,33.326,18.136,,,6,,1,US0060
18850047,27324684,7301,PADUCAH,73,MCCRACKEN,,,INCOGNITO,3401,,CLARKS RIVER,RD,,,42003,,,37.0488774,37,2.933,-88.5648477,88,33.891,17.585,,,6,,1,US0060
18854098,27329413,7301,PADUCAH,73,MCCRACKEN,,,BAPTIST HEALTH,2501,,KENTUCKY,AVE,,,42001,,,37.0732958,37,4.398,-88.6258429,88,37.551,0.257,,,4,,1,US0045X
18854099,27329414,7301,PADUCAH,73,MCCRACKEN,,,WALMART,5130,,US60,,,,42001,,,37.0761879,37,4.571,-88.688236,88,41.294,10.249,,,7,,1,US0060
18854729,27330205,7301,PADUCAH,73,MCCRACKEN,24,,SPENCER'S GIFTS--KYOM,5101,,US60,,,,42001,,KY,37.07702989,37,4.622,-88.68588313,88,41.153,10.39,,,7,TRUE,1,US0060
18854887,27330375,7301,PADUCAH,73,MCCRACKEN,,,CALDWELL ST,1100,,CALDWELL,ST,,CS1398,42003,,,37.0730559,37,4.383,-88.5992364,88,35.954,0.483,,,2,,1,
18854888,27330376,7301,PADUCAH,73,MCCRACKEN,,,WALMART,3220,,IRVIN COBB,DR,,,42003,,,37.0525717,37,3.154,-88.56878,88,34.127,17.246,,,6,,1,US0060
18857142,27333035,7301,PADUCAH,73,MCCRACKEN,,,PARK AVE/MLK/KENTUCKY AVE.,,,US45 BUS,,,,42001,,KY,37.08092748,37,4.856,-88.60948373,88,36.569,1.305,,,2,TRUE,1,US0045X
18857144,27333037,7301,PADUCAH,73,MCCRACKEN,20,,2329 PARK AVE--RESIDENCE,2329,,US60 BUS,,,,42001,,KY,37.08341882,37,5.005,-88.62954537,88,37.773,0.428,,,1,TRUE,1,US0060X
18857215,27333118,7301,PADUCAH,73,MCCRACKEN,,,N 10TH ST/HC MATHIS DR,,N,10TH,ST,,CS1028,42001,,,37.0955274,37,5.732,-88.630729,88,37.844,0.307,,,1,,1,
18857218,27333121,7301,PADUCAH,73,MCCRACKEN,,,INTERSECTION OF SOURTH 3RD AND NORTON STREET,,,3RD,ST,,,42003,,,37.0778054,37,4.668,-88.5909333,88,35.456,2.456,,,2,,1,US0060X
18857413,27333374,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,1108,,HILL,ST,,CS1380,42001,,,37.0558647,37,3.352,-88.6159649,88,36.958,0.155,,,4,,1,
18858338,27334531,7301,PADUCAH,73,MCCRACKEN,,,STAR LIQUOR,2213,,BRIDGE,ST,,CS1025,42003,,,37.0577065,37,3.462,-88.5823497,88,34.941,0.73,,,6,,1,
18859625,27336021,7301,PADUCAH,73,MCCRACKEN,,,CHARLESTON APARTMENTS,2142,,JEFFERSON,ST,,CS1004,42001,,,37.0890285,37,5.342,-88.5955038,88,35.73,0.041,,,3,,1,
18860116,27336667,7301,PADUCAH,73,MCCRACKEN,13,,TRAFFIC STOP AT OLD MAYFIELD ROAD,4300,,OLD MAYFIELD,RD,,,42003,,KY,37.04536043,37,2.722,-88.62756583,88,37.654,7.596,,,5,FALSE,1,KY0994
18860120,27336670,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,820,,TENNESSEE,ST,,CS1297,42001,,,37.065881,37,3.953,-88.626327,88,37.58,0.127,,,4,,1,
18860123,27336673,7301,PADUCAH,73,MCCRACKEN,20,,718 BOYD ST,718,,BOYD,ST,5,,42001,,KY,37.09302695,37,5.582,-88.60929762,88,36.558,0.368,,,1,TRUE,1,
18865510,27342975,7301,PADUCAH,73,MCCRACKEN,,,2612 ADAMS ST,2612,,ADAMS,ST,,CS1233,42001,,,37.0706334,37,4.238,-88.6247153,88,37.483,1.073,,,4,,1,
18867090,27344977,7301,PADUCAH,73,MCCRACKEN,,,OLD MAYFIELD RD/SOUTH 25TH,,,OLD MAYFIELD,RD,,,42003,,,37.0633709,37,3.802,-88.6137737,88,36.826,9.139,,,4,,1,KY0994
18873101,27351992,7301,PADUCAH,73,MCCRACKEN,13,,TRAFFIC STOP ON BENTON ROAD,3900,,BENTON,RD,,,42003,,KY,37.05058509,37,3.035,-88.57318872,88,34.391,0.708,,,6,FALSE,1,KY0284
18873207,27352126,7301,PADUCAH,73,MCCRACKEN,,,WALMART,3220,,IRVIN COBB,DR,,,42003,,,37.0525782,37,3.155,-88.5685657,88,34.114,17.253,,,6,,1,US0060
18873208,27352127,7301,PADUCAH,73,MCCRACKEN,,,3220 IRVIN COBB DR,3220,,IRVIN COBB,DR,,,42003,,,37.0528444,37,3.171,-88.5690597,88,34.144,17.222,,,6,,1,US0060
18873209,27352128,7301,PADUCAH,73,MCCRACKEN,,,SOUTSIDE PAWN SHOP,3470,,WAYNE SULLIVAN,DR,,,42003,,,37.0518946,37,3.114,-88.5645787,88,33.875,4.855,,,6,,1,US0060X
18873211,27352130,7301,PADUCAH,73,MCCRACKEN,,,MILLS RESIDENCE,2310,,ELMWOOD,AVE,,CS1241,42001,,,37.0949129,37,5.695,-88.6321938,88,37.932,0.042,,,3,,1,
18873213,27352132,7301,PADUCAH,73,MCCRACKEN,,,MINI MO APARTMENTS,724,,6TH,ST,11,CS1020,42002,,,37.0786133,37,4.717,-88.5961687,88,35.77,0.546,,,2,,1,
18873313,27352257,7301,PADUCAH,73,MCCRACKEN,,,S 28TH ST/WASHINGTON,,,28TH,ST,,,42001,,,37.0715485,37,4.293,-88.6298427,88,37.791,10.129,,,4,,1,US0045
18873975,27353080,7301,PADUCAH,73,MCCRACKEN,13,,1234 BROADWAY DELUXE INN,1234,,BROADWAY,,,,42001,,KY,37.08176312,37,4.906,-88.61023553,88,36.614,1.723,,,2,TRUE,1,
18877067,27356640,7301,PADUCAH,73,MCCRACKEN,,,MORELAND AUTO,2640,,HC MATHIS DRIVE,,,,42001,,,37.0826336,37,4.958,-88.6337647,88,38.026,10.996,,,3,,1,US0045
18885854,27367630,7301,PADUCAH,73,MCCRACKEN,,,GARRETT RECYCLING,1500,,BLOW,AVE,,CS1353,42001,,,37.0666483,37,3.999,-88.6023029,88,36.138,0.047,,,2,,1,
18885855,27367631,7301,PADUCAH,73,MCCRACKEN,,,PADUCAH MIDDLE SCHOOL,342,,LONE OAK ROAD,,,,42001,,,37.0662253,37,3.974,-88.6384533,88,38.307,0.128,,,5,,1,KY0731
18885869,27367645,7301,PADUCAH,73,MCCRACKEN,,,4015 ALEMEDA CRESENT DR,4015,,ALEMEDA CRESENT,DR,,CS1138,42001,,,37.0759983,37,4.56,-88.6701118,88,40.207,0.049,,,7,,1,
18885871,27367647,7301,PADUCAH,73,MCCRACKEN,,,STREET IN FRONT OF RESIDENCE,1101,,PALM,ST,,CS1271,42001,,,37.0916612,37,5.5,-88.6271761,88,37.631,0.043,,,1,,1,
18886818,27368835,7301,PADUCAH,73,MCCRACKEN,17,,CASH SAVER LIQUORS,2967,,US45,,,,42003,,KY,37.06687366,37,4.012,-88.63078025,88,37.847,9.685,,,4,TRUE,1,US0045
18886821,27368838,7301,PADUCAH,73,MCCRACKEN,20,,1800 N 10TH ST,1800,N,10TH,ST,,,42001,,KY,37.09445754,37,5.667,-88.62496873,88,37.498,0.633,,,1,TRUE,1,
18888020,27370426,7301,PADUCAH,73,MCCRACKEN,,,316 N 8TH ST,316,,8TH,ST,,CS1023,42001,,,37.0871366,37,5.228,-88.6045795,88,36.275,0.203,,,1,,1,
18888280,27370427,7301,PADUCAH,73,MCCRACKEN,,,N 21ST ST/MADISON ST,,,21ST,ST,,CS1254,42001,,,37.0800127,37,4.801,-88.623947,88,37.437,0.539,,,3,,1,
18890423,27373251,7301,PADUCAH,73,MCCRACKEN,20,,3212 MONROE ST,3212,,MONROE,ST,,,42001,,KY,37.07199677,37,4.32,-88.64097331,88,38.458,2.549,,,3,TRUE,1,
18892629,27376154,7301,PADUCAH,73,MCCRACKEN,,,MCNABB ELEMENTARY SCHOOL,2100,,PARK,AVE,,,42001,,,37.091548,37,5.493,-88.6050147,88,36.301,2.825,,,3,,1,US0045X
18893756,27377476,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07660198,37,4.596,-88.68696244,88,41.218,10.325,,,7,TRUE,1,US0060
18893873,27377613,7301,PADUCAH,73,MCCRACKEN,,,DILLARDS MEN SIDE,5101,,HINKLEVILLE,RD,,,42001,,,37.078348,37,4.701,-88.6884191,88,41.305,0,,,7,,1,
18893964,27377731,7301,PADUCAH,73,MCCRACKEN,20,,801 MCGUIRE AVE G7,801,,MCGUIRE,AVE,,,42001,,KY,37.08154175,37,4.893,-88.63972509,88,38.384,0.133,,,3,TRUE,1,
18894819,27378867,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,3028,,CLAY,ST,,CS1011,42001,,,37.0763455,37,4.581,-88.639483,88,38.369,0.144,,,3,,1,
18894820,27378868,7301,PADUCAH,73,MCCRACKEN,,,WAL-MART SOUTH,3220,,IRVIN COBB,DR,,,42002,,,37.0527048,37,3.162,-88.5688092,88,34.129,17.238,,,6,,1,US0060
18894821,27378869,7301,PADUCAH,73,MCCRACKEN,,,LOURDES HOSPITAL,1530,,LONE OAK,RD,,,42001,,,37.0539511,37,3.237,-88.6464003,88,38.784,8.3,,,5,,1,US0045
18894822,27378870,7301,PADUCAH,73,MCCRACKEN,,,WAYNE SULLIVAN DR - KINGSWAY SKATELAND,,,WAYNE SULLIVAN,DR,,,42001,,,37.0518104,37,3.109,-88.5646438,88,33.879,4.858,,,6,,1,US0060X
18897971,27382708,7301,PADUCAH,73,MCCRACKEN,,,MERRYMAN HOUSE,1100,,STONEBROOK,LN,,CR1034,42001,,,37.057931,37,3.476,-88.6361502,88,38.169,0.081,,,5,,1,
18897972,27382709,7301,PADUCAH,73,MCCRACKEN,,,FAT MOE'S,902,,BROADWAY,,,CS1003,42001,,,37.0839564,37,5.037,-88.6043832,88,36.263,2.111,,,2,,1,
18897975,27382712,7301,PADUCAH,73,MCCRACKEN,8,,DILLARD'S,,,US60,,,,42001,,KY,37.07710386,37,4.626,-88.68516968,88,41.11,10.429,,,7,TRUE,1,US0060
18897976,27382713,7301,PADUCAH,73,MCCRACKEN,13,,ROADWAY,,,MCGUIRE,AVE,,,42001,,KY,37.08194798,37,4.917,-88.63974913,88,38.385,0.104,,,1,TRUE,1,
18897981,27382718,7301,PADUCAH,73,MCCRACKEN,8,,DILLARDS,,,US60,,,,42001,,KY,37.07712969,37,4.628,-88.68521777,88,41.113,10.427,,,7,TRUE,1,US0060
18899894,27384937,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,813,,US60,,,,42001,,KY,37.07015298,37,4.209,-88.6157645,88,36.946,14.106,,,4,TRUE,1,US0060
18899896,27384939,7301,PADUCAH,73,MCCRACKEN,43,,KENTUCKY OAKS MALL,5101,,US60,,,,42001,,KY,37.0770094,37,4.621,-88.68572996,88,41.144,10.398,,,7,TRUE,1,US0060
18900329,27385489,7301,PADUCAH,73,MCCRACKEN,,,ELMWOOD COURT,2306,,OHIO,ST,8,CS1296,42003,,,37.0699479,37,4.197,-88.620133,88,37.208,0.892,,,4,,1,
18900419,27385610,7301,PADUCAH,73,MCCRACKEN,3,Arrest,FRATERNAL ORDER OF EAGLES,2614,,BRIDGE,ST,,,42003,,KY,37.05315242,37,3.189,-88.57630262,88,34.578,0.417,,,6,TRUE,1,KY0284
18900626,27385904,7301,PADUCAH,73,MCCRACKEN,,,BELL AVE,1101,,BELL,AVE,,CS1378,42001,,,37.0578427,37,3.471,-88.6152633,88,36.916,0.124,,,4,,1,
18902538,27388026,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE OF WESLEY WOOLRIDGE,2200,,BRIDGE,ST,28,CS1025,42001,,,37.0659649,37,3.958,-88.5897538,88,35.385,0.026,,,2,,1,
18904383,27390062,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07602796,37,4.562,-88.68871364,88,41.323,10.217,,,7,TRUE,1,US0060
18904998,27390885,7301,PADUCAH,73,MCCRACKEN,,,VICTIMS RESIDENCE,712,,LONE OAK,RD,A,,42001,,,37.0607933,37,3.648,-88.6394775,88,38.369,8.94,,,5,,1,US0045
18909740,27396404,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE OF RICHARD AND CATHERINA SCHOFIELD,1122,,MAYFIELD,RD,,CS1300,42001,,,37.0696087,37,4.177,-88.612457,88,36.747,0.038,,,4,,1,
18909741,27396405,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE OF PHYLLIS,2913,,VIRGINIA,ST,,CS1337,42001,,,37.0640716,37,3.844,-88.6187274,88,37.124,0.027,,,4,,1,
18909742,27396406,7301,PADUCAH,73,MCCRACKEN,,,WAL MART WEST,5130,,US60,,,,42001,,,37.0764793,37,4.589,-88.687617,88,41.257,10.288,,,7,,1,US0060
18909743,27396407,7301,PADUCAH,73,MCCRACKEN,,,1400 N 12TH ST,1400,N,12TH,ST,,CS1266,42001,,,37.0913019,37,5.478,-88.6216495,88,37.299,0.987,,,1,,1,
18909744,27396408,7301,PADUCAH,73,MCCRACKEN,,,WAL MART,5130,,US60,,,,42001,,,37.076969,37,4.618,-88.6857622,88,41.146,10.395,,,7,,1,US0060
18911154,27398037,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07678882,37,4.607,-88.68635381,88,41.181,10.36,,,7,TRUE,1,US0060
18911740,27398695,7301,PADUCAH,73,MCCRACKEN,,,LOE RESIDENCE,1322,N,14TH,ST,,CS1264,42001,,,37.088694,37,5.322,-88.6207957,88,37.248,0.742,,,1,,1,
18912442,27399598,7301,PADUCAH,73,MCCRACKEN,,,QUALITY SUITES,2880,,JAMES SANDERS,BLVD,,CS1219,42001,,,37.0747805,37,4.487,-88.6834664,88,41.008,1.057,,,7,,1,
18916285,27403883,7301,PADUCAH,73,MCCRACKEN,,,2142 BROADWAY,2142,,BROADWAY,,,CS1003,42001,,,37.0769466,37,4.617,-88.6222843,88,37.337,0.98,,,4,,1,
18916287,27403885,7301,PADUCAH,73,MCCRACKEN,,,SHENNA RAY RESIDENCE,2405,,OHIO,ST,4,CS1296,42001,,,37.0771393,37,4.628,-88.6019231,88,36.115,0.642,,,4,,1,
18923804,27412745,7301,PADUCAH,73,MCCRACKEN,12,,KROGERS SOUTHSIDE,3275,,US60,,,,42003,,KY,37.05138635,37,3.083,-88.56951705,88,34.171,17.284,,,6,TRUE,1,US0060
18925541,27414931,7301,PADUCAH,73,MCCRACKEN,20,,801 MCGUIRE AVE,801,,MCGUIRE,AVE,H1,,42001,,KY,37.0806007,37,4.836,-88.63971594,88,38.383,0.198,,,3,TRUE,1,
18926507,27416049,7301,PADUCAH,73,MCCRACKEN,,,SALLYS BEAUTY SALON,3216,,US60,,,,42001,,,37.0540383,37,3.242,-88.57001,88,34.201,17.125,,,6,,1,US0060
18926846,27416448,7301,PADUCAH,73,MCCRACKEN,,,959 BEECHDALE RD,959,,BEECHDALE,RD,,CS1042,42001,,,37.0540957,37,3.246,-88.6394316,88,38.366,0.134,,,5,,1,
18929963,27420200,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE OF THOMAS PANGLE,,,ROCK CREEK,CIR,,,42001,,KY,37.04844912,37,2.907,-88.66425492,88,39.855,0.12,,,5,TRUE,1,
18929967,27420204,7301,PADUCAH,73,MCCRACKEN,,,2501 KENTUCKY AVE,,,US45 BUS,,,,42003,,KY,37.07350142,37,4.41,-88.62567861,88,37.541,0.271,,,,TRUE,1,US0045X
18932170,27422902,7301,PADUCAH,73,MCCRACKEN,8,,WALGREENS,521,,US45,,,,42001,,KY,37.06343127,37,3.806,-88.63904863,88,38.343,9.022,,,5,TRUE,1,US0045
18932237,27422976,7301,PADUCAH,73,MCCRACKEN,,,MILLER RESIDENCE,1326,,JEFFERSON,ST,,CS1004,42001,,,37.0822951,37,4.938,-88.6123648,88,36.742,1.082,,,1,,1,
18932238,27422977,7301,PADUCAH,73,MCCRACKEN,,,BAPTIST HEALTH,2501,,KENTUCKY,AVE,,,42003,,,37.074145,37,4.449,-88.6252781,88,37.517,0.321,,,4,,1,US0045X
18932241,27422980,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,775,,LEVIN,AVE,,CS1521,42001,,,37.0796625,37,4.78,-88.6440293,88,38.642,0.156,,,5,,1,
18932242,27422981,7301,PADUCAH,73,MCCRACKEN,,,KENTUCKY TOBACCO OUTLET,3821,,US60,,,,42001,,,37.0806456,37,4.839,-88.6731216,88,40.387,11.155,,,3,,1,US0060
18932243,27422982,7301,PADUCAH,73,MCCRACKEN,,,US60 BUS,,,US60 BUS,,,,42001,,,37.083355,37,5.001,-88.6291196,88,37.747,0.451,,,1,,1,US0060X
18934850,27426082,7301,PADUCAH,73,MCCRACKEN,7,Plot,5020 US60,5020,,US60,,,,42001,,KY,37.07699745,37,4.62,-88.68453227,88,41.072,10.429,,,7,TRUE,1,US0060
18934852,27426084,7301,PADUCAH,73,MCCRACKEN,,,US60 CHICK FILET,5193,,US60,,,,42001,,KY,37.07500706,37,4.5,-88.69193909,88,41.516,10.032,,,,TRUE,1,US0060
18936623,27428241,7301,PADUCAH,73,MCCRACKEN,,,INTERSECTION OF IRVIN COBB DR AND BRIDGE STREET,,,IRVIN COBB,DR,,,42003,,,37.0578769,37,3.473,-88.5824346,88,34.946,16.295,,,6,,1,US0060
18937576,27429511,7301,PADUCAH,73,MCCRACKEN,,,PAY N PAK,2702,,JACKSON,ST,,,42001,,,37.0686537,37,4.119,-88.6264318,88,37.586,13.484,,,4,,1,US0060
18938482,27430488,7301,PADUCAH,73,MCCRACKEN,,,507 N 7TH ST,507,,7TH,ST,b,CS1022,42001,,,37.089533,37,5.372,-88.6047018,88,36.282,0.34,,,1,,1,
18938484,27430490,7301,PADUCAH,73,MCCRACKEN,,,CLAIRES,5101,,US60,,645,,42001,,,37.0771149,37,4.627,-88.6853039,88,41.118,10.422,,,7,,1,US0060
18939480,27431640,7301,PADUCAH,73,MCCRACKEN,20,,CRIMINAL MISCHIEF ON SOUTH 21ST STREET,900,,US60,,,,42003,,KY,37.07004283,37,4.203,-88.61543871,88,36.926,14.121,,,4,TRUE,1,US0060
18939482,27431642,7301,PADUCAH,73,MCCRACKEN,38,,ASSAULT AT ELMWOOD COURT,2324,,OHIO,ST,,,42003,,KY,37.06990986,37,4.195,-88.62029127,88,37.217,0.901,,,4,TRUE,1,
18944155,27436818,7301,PADUCAH,73,MCCRACKEN,24,,PADUCAH TIRE,1147,,US45 BUS,,,,42003,,KY,37.08147134,37,4.888,-88.60793201,88,36.476,1.309,,,,TRUE,1,US0045X
18944175,27436838,7301,PADUCAH,73,MCCRACKEN,,,TROYS AUTO SERVICE,331,,JEFFERSON,ST,,CS1004,42001,,,37.088178,37,5.291,-88.5976024,88,35.856,0.171,,,1,,1,
18948647,27442266,7301,PADUCAH,73,MCCRACKEN,,,BAPTIST HEALTH,2501,,KENTUCKY,AVE,,,42001,,,37.0735171,37,4.411,-88.6257338,88,37.544,0.277,,,4,,1,US0045X
18952411,27446579,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE OF TRACY BELL,2728,,FAIRMONT,ST,,,42001,,KY,37.0610872,37,3.665,-88.6120473,88,36.723,0.134,,,4,TRUE,1,
18952418,27446588,7301,PADUCAH,73,MCCRACKEN,7,Plot,DOLLAR GENERAL STORE,2320,,BELTLINE,HWY,,,42001,,KY,37.07020156,37,4.212,-88.62234267,88,37.341,13.728,,,4,TRUE,1,US0060
18953188,27447671,7301,PADUCAH,73,MCCRACKEN,,,BLOOMFIELD AVE,1421,,BLOOMFIELD,AVE,,CS1250,42001,,,37.0903721,37,5.422,-88.628657,88,37.719,0.054,,,1,,1,
18962942,27459057,7301,PADUCAH,73,MCCRACKEN,20,,1743 SOUTH 6TH,,S,6TH,ST,,,42003,,KY,37.06796321,37,4.078,-88.58944742,88,35.367,1.368,,,2,TRUE,1,
18962947,27459062,7301,PADUCAH,73,MCCRACKEN,8,,LOWES,5176,,US60,,,,42001,,KY,37.07521983,37,4.513,-88.69126778,88,41.476,10.07,,,7,TRUE,1,US0060
18962962,27459081,7301,PADUCAH,73,MCCRACKEN,13,,CAIRO RD,2025,,CAIRO,RD,,,42001,,KY,37.09180941,37,5.509,-88.62927786,88,37.757,12.02,,,1,TRUE,1,KY0305
18963865,27460098,7301,PADUCAH,73,MCCRACKEN,13,,US60,,,US60,,,,42001,,KY,37.08373035,37,5.024,-88.65659943,88,39.396,12.108,,,3,TRUE,1,US0060
18969146,27466615,7301,PADUCAH,73,MCCRACKEN,,,MADISON ST,1720,,MADISON,ST,,CS1007,42001,,,37.072892,37,4.374,-88.6416543,88,38.499,0.07,,,1,,1,
18969147,27466616,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE INN,3900,,COLEMAN CROSSING,CIR,,CS1585,42001,,,37.0839649,37,5.038,-88.680339,88,40.82,0.104,,,7,,1,
18971507,27469703,7301,PADUCAH,73,MCCRACKEN,20,,CS1423,1919,,POWELL,ST,,,42003,,KY,37.06454043,37,3.872,-88.58490222,88,35.094,0.119,,,6,,1,
18971509,27469705,7301,PADUCAH,73,MCCRACKEN,9,,BAPTIST HOSPITAL,2501,,US45 BUS,,,,42001,,KY,37.07314002,37,4.388,-88.62597698,88,37.559,0.24,,,4,TRUE,1,US0045X
18971510,27469706,7301,PADUCAH,73,MCCRACKEN,36,,GENOVA,5400,,COMMERCE,DR,,,42001,,KY,37.09021233,37,5.413,-88.6937057,88,41.622,0.938,,,7,TRUE,1,
18971511,27469707,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07631012,37,4.579,-88.68736225,88,41.242,10.323,,,7,TRUE,1,US0060
18972606,27471077,7301,PADUCAH,73,MCCRACKEN,,,POCKETS,5104,,CAIRO,RD,,,42001,,,37.0984825,37,5.909,-88.6838507,88,41.031,8.827,,,7,,1,KY0305
18972607,27471078,7301,PADUCAH,73,MCCRACKEN,,,YARBRO LN/VICTOR ST,,,YARBRO,LN,,CR1030,42003,,,37.0503705,37,3.022,-88.5760831,88,34.565,0.14,,,6,,1,
18972608,27471079,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,2101,,OHIO,ST,,CS1307,42001,,,37.0709304,37,4.256,-88.6180699,88,37.084,0.475,,,4,,1,
18980240,27480273,7301,PADUCAH,73,MCCRACKEN,,,STACY MOTORS,3337,,PARK,AVE,,,42001,,,37.0837717,37,5.026,-88.6528262,88,39.17,12.319,,,3,,1,US0060
18980855,27480911,7301,PADUCAH,73,MCCRACKEN,20,,1100 STONEBROOK LN,1100,,STONEBROOK,LN,,0,42001,,KY,37.05649477,37,3.39,-88.63668634,88,38.201,,,,5,TRUE,1,
18980856,27480912,7301,PADUCAH,73,MCCRACKEN,,,WALMART SOUTH,3220,,US60,,,,42003,,KY,37.05485319,37,3.291,-88.56997341,88,34.198,17.147,,,,TRUE,1,US0060
18980857,27480913,7301,PADUCAH,73,MCCRACKEN,,,WALMART SOUTH,3220,,US60,,,,42003,,KY,37.05510353,37,3.306,-88.57047768,88,34.229,17.156,,,,TRUE,1,US0060
18980934,27481000,7301,PADUCAH,73,MCCRACKEN,,,CASH SAVER,2969,,JACKSON,ST,,,42003,,,37.066948,37,4.017,-88.6306756,88,37.841,9.693,,,4,,1,US0045
18982418,27482763,7301,PADUCAH,73,MCCRACKEN,41,,PADUCAH MIDDLE SCHOOL,342,,KY731,,,,42001,,KY,37.06810273,37,4.086,-88.63848137,88,38.309,0.255,,,5,TRUE,1,KY0731
